,Job,Credit amount,Duration,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk_good,Age_cat
506,2,7.7664168980196555,15,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2
507,3,8.83200393125627,15,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
508,2,7.253470382684528,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
509,3,9.058121158998672,39,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
510,2,6.63200177739563,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
511,3,8.452334619067742,36,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
512,2,7.8961806086154915,15,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
513,2,6.371611847231857,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
514,2,7.720905251936779,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
515,2,6.411818267709897,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
516,1,7.215975002651466,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
517,2,8.871645667501872,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
518,2,7.0925737159746784,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
519,2,6.551080335043404,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
520,2,8.613775289262481,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
521,2,8.06777619577889,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
522,2,8.870522545103873,48,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
523,2,8.15708378502887,24,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
524,1,7.014814351275545,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
525,2,8.982937763741589,26,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
526,2,7.3343293503005365,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
527,1,7.315218389752975,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
528,2,7.741533589281828,36,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
529,1,6.495265555937008,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
530,2,7.728855823852543,36,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
531,2,7.875119281040293,15,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
532,2,7.315218389752975,12,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
533,2,7.1785454837637,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
534,2,8.040768994367578,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
535,2,7.7488913372555315,21,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
536,3,7.2254814727822945,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
537,2,8.192016914536875,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
538,3,8.95712413640568,48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
539,1,8.022568946988255,18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
540,2,7.335633981927201,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
541,2,7.616775808698373,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
542,2,8.756210091886738,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
543,1,7.9599745280805365,18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
544,1,7.134890851565884,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
545,2,7.195187320178709,24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
546,2,7.611842399580417,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
547,2,7.347299700743164,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
548,1,6.439350371100098,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
549,2,9.089076284483143,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
550,2,6.903747257584598,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
551,1,7.4673710669175595,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
552,2,8.85352256068954,48,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
553,2,7.598399329323964,12,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
554,3,7.089243155027514,9,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
555,2,7.193685818395112,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
556,2,7.731053144007127,18,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
557,2,8.517793011488205,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
558,2,8.17526610411206,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
559,1,7.564238475170491,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
560,2,7.994294986415977,24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
561,1,7.343426229147367,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
562,2,6.52649485957079,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
563,2,9.424564261115739,36,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
564,3,8.457867725331422,24,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
565,2,7.347943823148687,24,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
566,2,7.22402480828583,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
567,2,7.8547691834991324,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
568,2,8.288785810426928,48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
569,2,8.818482267274236,48,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
570,1,8.081475040137052,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
571,2,8.691818541575723,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
572,3,8.600246746551523,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
573,1,6.692083742506628,15,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
574,1,6.9865664594064265,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
575,2,7.933079771880415,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
576,2,7.982757702011113,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
577,2,7.563719668414366,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
578,2,7.944492163932159,36,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
579,1,6.842683282238422,24,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
580,2,6.962243464266207,18,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
581,1,8.046869510959576,12,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
582,2,7.23561914106675,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
583,1,7.776535028185241,36,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
584,3,7.665284718471351,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
585,2,7.620214770574455,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
586,2,7.937017489515454,9,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
587,1,7.161622002939187,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
588,1,7.104144092987527,18,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
589,2,7.716906135298388,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
590,1,5.953243334287785,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
591,2,7.583247524303362,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
592,1,7.360103972989152,21,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
593,1,7.907651594711089,24,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
594,3,7.213768308118642,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
595,1,6.836259277277067,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
596,2,7.273786317844895,24,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
597,1,8.352554369474591,24,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
598,2,7.928406026180535,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
599,2,8.259199362666282,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
600,2,7.753194269884341,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
601,2,6.822197390620491,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
602,1,7.515889085215125,24,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
603,3,8.116417072794205,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
604,2,7.150701457592526,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
605,2,7.947325027016463,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
606,3,8.417593826193484,24,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
607,2,7.890208213109961,36,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
608,2,7.62608275807238,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
609,2,7.170119543449628,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
610,2,6.608000625296087,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
611,1,7.122866658599083,10,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
612,2,8.118802996980035,21,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
613,2,8.197538739721184,24,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
614,2,7.4999765409521215,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615,3,9.40951904583656,48,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
616,3,9.122273893107732,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
617,2,8.209580483475577,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
618,2,8.14351740579748,30,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
619,1,6.461468176353717,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
620,2,8.20303024171486,21,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
621,2,7.333023014386481,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
622,2,8.272315147956022,48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
623,2,7.527255919373784,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
624,2,7.8632667240095735,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
625,2,7.590346945602565,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
626,2,7.65728279297819,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
627,2,7.270312886079025,9,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
628,2,8.304494897963567,42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
629,1,8.251142139090751,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
630,2,8.205218426395412,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
631,2,7.347943823148687,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
632,2,7.275172319452771,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
633,2,7.590852123688581,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
634,1,7.2115567333138015,24,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
635,2,7.239214973779806,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
636,2,7.226936018493289,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
637,2,9.658417870888224,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
638,2,7.30854279753919,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
639,2,8.382518288089635,42,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
640,0,6.620073206530356,18,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
641,1,7.176254532017144,15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2
642,3,8.438799123988225,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
643,2,7.523481312573497,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
644,3,7.539027055823995,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
645,2,8.984693690443855,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
646,2,8.430109084509125,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
647,2,7.234177179749849,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
648,2,6.853299093186078,24,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
649,1,6.52795791762255,12,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
650,3,8.919453168575453,48,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2
651,1,7.561121589530238,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
652,2,7.741967899820685,24,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
653,3,8.997889450200717,36,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
654,2,7.76046702921342,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
655,2,8.287276755814599,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
656,1,6.78897174299217,12,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
657,2,9.232297539328226,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
658,2,8.347827345782498,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
659,2,8.757940876678804,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
660,2,7.167809184316444,12,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
661,2,6.802394763324311,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
662,2,7.714677473800927,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
663,3,6.956545443151569,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
664,1,6.953684210870537,6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2
665,3,8.750524669117937,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
666,2,8.159374736775426,30,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
667,2,8.19118600464279,48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
668,2,8.48528964240323,12,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
669,2,8.012018239159062,30,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
670,1,8.328209491748732,24,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
671,2,8.655562860681009,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
672,3,9.246286498749653,60,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
673,2,7.640123172695364,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
674,1,7.855544677915663,21,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
675,3,8.41847721847708,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
676,2,8.546751993657782,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
677,2,8.629628620746026,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
678,1,7.776535028185241,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3
679,2,7.2813856635702825,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
680,2,7.338238150065589,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
681,2,7.731492029245684,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
682,2,7.298445101508147,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
683,2,8.537583881063972,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
684,1,9.19593714166544,36,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
685,2,8.783702698635217,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
686,2,7.205635176410364,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
687,2,7.959275960116396,36,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
688,2,7.920446505142607,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
689,2,8.202756381655638,12,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
690,2,6.882437470997847,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
691,1,7.875119281040293,15,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
692,2,7.971085753505607,24,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
693,1,8.458716261657262,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
694,2,7.7336835707759,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
695,2,7.119635638017636,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
696,2,7.005789019253503,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
697,0,6.8308742346461795,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
698,2,7.495541943884256,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
699,3,7.552237287560802,15,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2
700,1,7.023758954738443,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
701,2,8.753213480544126,48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
702,2,7.227662498728654,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
703,2,7.8252452914317745,30,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
704,2,7.8351837552667485,27,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
705,2,8.579980179515003,15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
706,2,8.788745881938135,48,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
707,2,7.99598047476376,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
708,2,7.095064377287131,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
709,1,7.658227526161352,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
710,3,6.444131256700441,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
711,2,7.088408778675395,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
712,3,7.814399633804487,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
713,1,7.037027614686276,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
714,3,9.54873932271967,60,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
715,2,8.935377071932177,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
716,2,8.031710375322042,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
717,3,7.316548177182976,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
718,2,8.054522609537294,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
719,2,8.723882104658486,20,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
720,3,7.198183577101943,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
721,2,6.07073772800249,6,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
722,1,7.113142108707088,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
723,1,6.672032945461067,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3
724,2,7.851661177889265,27,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
725,1,5.521460917862246,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
726,1,7.182352111885263,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
727,2,7.540090320145325,18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
728,2,8.766550149546351,48,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
729,2,7.150701457592526,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2
730,2,8.764521909518802,24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
731,1,7.594381242551817,24,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
732,1,6.633318433280377,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2
733,2,7.864419904994565,24,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
734,2,8.125630988477065,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
735,0,8.29154650988391,36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
736,3,9.355306142226368,24,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
737,1,8.384804003370492,18,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
738,3,8.818926087090677,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
739,1,8.361708288575842,30,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
740,2,7.751475318021456,24,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
741,1,6.954638864880987,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
742,2,8.058327306580958,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
743,2,7.817222785508166,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
744,3,9.559517275737559,39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
745,1,7.493873886783559,13,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
746,2,7.828436359157585,15,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
747,1,7.149916836132109,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
748,2,8.565602330623925,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
749,2,8.015987811027237,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
750,2,6.059123195581797,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
751,1,6.883462586413092,18,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
752,1,6.734591659972948,12,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
753,2,8.660600654710967,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
754,2,7.349230824613334,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
755,2,7.158513997329321,24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
756,0,7.1693500166706,6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
757,2,7.147559271189454,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
758,2,7.239214973779806,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
759,2,6.53813982376767,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
760,2,8.52615293278771,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
